Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
433-87-7400,C,Naypyitaw,Member,Female,Food and beverages,81.76,10,40.88,-858.48,02/04/2019,20:27,Cash,817.6,4.7619,40.88,6.8
576-35-8159,C,Naypyitaw,Normal,Female,Electronic accessories,98.05,9,44.1225,926.5725,03/21/2019,12:56,Credit card,882.45,4.7619,44.1225,8.2
246-80-7250,A,Yangon,Member,Male,Home and lifestyle,45.08,8,18.032,-378.672,02/02/2019,18:27,Credit card,360.64,4.7619,18.032,5.1
763-14-6137,B,Mandalay,Normal,Male,Electronic accessories,11.76,4,2.352,49.392,02/27/2019,20:47,Credit card,47.04,4.7619,2.352,6.9
644-56-9628,B,Mandalay,Member,Male,Food and beverages,89.95,1,4.4975,94.4475,01/12/2019,19:34,Ewallet,89.95,4.7619,4.4975,9.3
709-77-8004,A,Yangon,Normal,Female,Fashion accessories,93.04,3,13.956,293.076,01/27/2019,13:42,Ewallet,279.12,4.7619,13.956,6.3
579-51-2680,A,Yangon,Member,Male,Fashion accessories,17.81,8,7.124,149.604,03/30/2019,17:29,Cash,142.48,4.7619,7.124,7.9
540-93-8705,B,Mandalay,Member,Female,Food and beverages,47.72,8,19.088,400.848,02/10/2019,12:04,Credit card,381.76,4.7619,19.088,4.1
406-17-2372,B,Mandalay,Member,Female,Electronic accessories,,7,16.2925,342.1425,01/23/2019,10:00,Cash,325.85,4.7619,16.2925,8.0
444-20-4026,C,Naypyitaw,Normal,Male,Sports and travel,24.13,4,4.826,101.346,01/18/2019,19:00,Credit card,96.52,4.7619,4.826,5.0
334-22-2670,A,Yangon,Normal,Male,Health and beauty,29.47,2,2.947,61.887,03/18/2019,17:39,Cash,58.94,4.7619,2.947,7.6
849-61-7593,B,Mandalay,Member,Male,Home and lifestyle,78.77,7,27.5695,578.9595,02/15/2019,11:44,Cash,551.39,4.7619,27.5695,8.3
148-22-8756,B,Mandalay,Normal,Female,Fashion accessories,86.47,6,25.941,544.761,01/03/2019,10:54,Credit card,518.82,4.7619,25.941,6.8
255-15-9531,C,Naypyitaw,Normal,Male,Electronic accessories,61.14,6,18.342,385.182,02/28/2019,16:55,Credit card,366.84,4.7619,18.342,7.9
952-10-9060,A,Yangon,Member,Female,Electronic accessories,24.98,1,1.249,26.229,03/15/2019,12:38,Credit card,24.98,4.7619,1.249,6.8
266-22-7034,B,Mandalay,Normal,Female,Fashion accessories,36.48,2,3.648,76.608,02/27/2019,16:34,Credit card,72.96,4.7619,3.648,8.3
405-64-4876,C,Naypyitaw,Normal,Male,Food and beverages,63.33,10,31.665,664.965,01/04/2019,20:03,Cash,633.3,4.7619,31.665,4.8
811-30-8718,C,Naypyitaw,Member,Female,Home and lifestyle,56.33,8,22.532,473.172,02/27/2019,13:36,Cash,450.64,4.7619,22.532,4.6
801-29-2623,A,Yangon,Normal,Male,Fashion accessories,18.27,9,8.2215,172.6515,01/30/2019,12:12,Credit card,164.43,4.7619,8.2215,8.7
846-61-7575,A,Yangon,Normal,Male,Health and beauty,69.64,4,13.928,292.488,01/04/2019,17:32,Ewallet,278.56,4.7619,13.928,5.3
184-74-2020,A,Yangon,Member,Male,Home and lifestyle,14.75,1,0.7375,15.4875,01/02/2019,18:20,Ewallet,14.75,4.7619,0.7375,5.1
994-57-8003,A,Yangon,Member,Female,Health and beauty,34.81,2,3.481,73.101,01/06/2019,13:11,Ewallet,69.62,4.7619,3.481,4.4
150-83-4975,B,Mandalay,Member,Female,Sports and travel,15.46,5,3.865,81.165,02/15/2019,15:46,Ewallet,77.3,4.7619,3.865,6.3
908-42-8293,B,Mandalay,Normal,Female,Fashion accessories,95.84,1,4.792,100.632,03/01/2019,14:03,Cash,95.84,4.7619,4.792,7.4
874-98-6596,A,Yangon,Normal,Male,Health and beauty,25.81,8,10.324,216.804,02/24/2019,11:24,Ewallet,206.48,4.7619,10.324,7.3
133-12-1642,C,Naypyitaw,Normal,Female,Food and beverages,37.85,6,11.355,238.455,02/17/2019,17:21,Cash,227.1,4.7619,11.355,7.9
222-14-8437,B,Mandalay,Normal,Female,Fashion accessories,44.8,10,22.4,470.4,02/12/2019,13:39,Cash,448.0,4.7619,22.4,5.4
475-24-5300,B,Mandalay,Normal,Male,Health and beauty,,2,5.941,124.761,03/14/2019,18:41,Ewallet,118.82,4.7619,5.941,4.8
364-74-3192,C,Naypyitaw,Member,Male,Food and beverages,36.69,10,18.345,385.245,01/23/2019,14:42,Credit card,366.9,4.7619,18.345,5.0
191-96-5018,B,Mandalay,Member,Male,Food and beverages,15.81,1,0.7905,16.6005,03/23/2019,11:42,Ewallet,15.81,4.7619,0.7905,7.6
933-22-7782,A,Yangon,Member,Male,Home and lifestyle,56.14,8,22.456,471.576,03/18/2019,17:11,Credit card,449.12,4.7619,22.456,5.1
133-95-7135,B,Mandalay,Normal,Female,Fashion accessories,59.23,3,8.8845,186.5745,02/09/2019,19:46,Cash,177.69,4.7619,8.8845,4.6
341-10-4734,A,Yangon,Normal,Female,Food and beverages,41.83,10,20.915,439.215,03/12/2019,18:29,Cash,418.3,4.7619,20.915,5.8
431-14-9894,A,Yangon,Normal,Male,Sports and travel,82.87,7,29.0045,609.0945,01/17/2019,19:58,Ewallet,580.09,4.7619,29.0045,6.4
211-45-8736,B,Mandalay,Member,Female,Food and beverages,39.14,2,3.914,82.194,03/01/2019,12:08,Credit card,78.28,4.7619,3.914,5.3
230-69-6784,C,Naypyitaw,Member,Female,Home and lifestyle,78.14,8,31.256,656.376,03/23/2019,14:23,Cash,625.12,4.7619,31.256,4.6
709-42-4904,C,Naypyitaw,Normal,Female,Fashion accessories,24.22,2,2.422,50.862,03/09/2019,13:57,Credit card,48.44,4.7619,2.422,7.7
799-24-4922,C,Naypyitaw,Normal,Male,Home and lifestyle,,3,3.7155,78.0255,02/17/2019,17:44,Ewallet,74.31,4.7619,3.7155,4.9
309-39-5774,B,Mandalay,Normal,Male,Electronic accessories,49.81,3,7.4715,156.9015,03/31/2019,16:22,Ewallet,149.43,4.7619,7.4715,9.3
976-71-1491,C,Naypyitaw,Normal,Male,Home and lifestyle,23.9,10,11.95,250.95,01/08/2019,18:38,Credit card,239.0,4.7619,11.95,4.4
479-36-8023,A,Yangon,Normal,Female,Health and beauty,20.18,5,5.045,105.945,01/11/2019,11:31,Credit card,100.9,4.7619,5.045,6.9
589-90-4244,A,Yangon,Normal,Male,Home and lifestyle,89.99,10,44.995,944.895,02/24/2019,15:08,Ewallet,899.9,4.7619,44.995,8.7
998-29-1220,A,Yangon,Normal,Male,Fashion accessories,12.5,7,4.375,91.875,03/19/2019,13:04,Credit card,87.5,4.7619,4.375,5.8
467-47-3826,C,Naypyitaw,Member,Female,Health and beauty,41.16,4,8.232,172.872,03/23/2019,12:14,Cash,164.64,4.7619,8.232,8.2
620-64-7034,B,Mandalay,Normal,Male,Home and lifestyle,85.94,10,42.97,902.37,01/02/2019,16:22,Cash,859.4,4.7619,42.97,9.0
666-12-2754,B,Mandalay,Member,Male,Health and beauty,62.77,4,12.554,263.634,02/24/2019,16:15,Credit card,251.08,4.7619,12.554,9.1
481-40-5817,A,Yangon,Normal,Male,Electronic accessories,52.04,4,10.408,218.568,03/31/2019,17:37,Cash,208.16,4.7619,10.408,9.6
209-36-5042,C,Naypyitaw,Normal,Male,Home and lifestyle,,2,6.912,145.152,01/15/2019,11:47,Ewallet,138.24,4.7619,6.912,7.9
343-46-1193,A,Yangon,Member,Male,Fashion accessories,49.73,9,22.3785,469.9485,03/11/2019,11:27,Cash,447.57,4.7619,22.3785,7.7
157-85-5419,B,Mandalay,Normal,Male,Health and beauty,64.59,1,3.2295,67.8195,03/24/2019,13:26,Ewallet,64.59,4.7619,3.2295,8.1
117-73-6650,C,Naypyitaw,Normal,Female,Food and beverages,26.06,9,11.727,246.267,03/25/2019,17:32,Credit card,234.54,4.7619,11.727,4.1
946-12-4177,A,Yangon,Member,Female,Sports and travel,98.16,6,29.448,618.408,02/06/2019,20:27,Cash,588.96,4.7619,29.448,7.3
190-98-7642,B,Mandalay,Normal,Male,Home and lifestyle,34.2,3,5.13,107.73,03/01/2019,10:56,Cash,102.6,4.7619,5.13,7.8
704-99-1371,B,Mandalay,Member,Female,Electronic accessories,86.52,1,4.326,90.846,01/22/2019,18:05,Ewallet,86.52,4.7619,4.326,7.8
783-58-3791,B,Mandalay,Member,Male,Fashion accessories,85.17,4,17.034,357.714,02/27/2019,17:48,Credit card,340.68,4.7619,17.034,7.7
790-14-7408,C,Naypyitaw,Normal,Female,Sports and travel,91.12,4,18.224,382.704,01/27/2019,17:16,Cash,364.48,4.7619,18.224,4.3
236-57-3972,C,Naypyitaw,Normal,Male,Health and beauty,13.78,7,4.823,101.283,02/19/2019,16:59,Ewallet,96.46,4.7619,4.823,9.0
276-45-5174,B,Mandalay,Member,Female,Electronic accessories,99.23,4,19.846,416.766,01/18/2019,12:27,Cash,396.92,4.7619,19.846,4.8
408-96-7182,B,Mandalay,Member,Male,Fashion accessories,50.81,2,5.081,106.701,02/18/2019,13:29,Credit card,101.62,4.7619,5.081,9.2
534-48-4832,C,Naypyitaw,Member,Male,Home and lifestyle,77.26,7,27.041,567.861,02/27/2019,15:05,Cash,540.82,4.7619,27.041,9.2
739-23-8523,B,Mandalay,Normal,Female,Health and beauty,31.17,6,9.351,196.371,01/11/2019,20:24,Cash,187.02,4.7619,9.351,9.3
142-62-2047,A,Yangon,Normal,Male,Fashion accessories,24.66,6,7.398,155.358,02/02/2019,10:35,Cash,147.96,4.7619,7.398,7.2
548-50-9131,B,Mandalay,Member,Female,Sports and travel,79.88,8,31.952,670.992,01/17/2019,11:25,Ewallet,639.04,4.7619,31.952,7.5
401-42-6827,B,Mandalay,Normal,Male,Health and beauty,23.37,10,11.685,245.385,03/04/2019,11:31,Cash,233.7,4.7619,11.685,9.7
560-72-7425,C,Naypyitaw,Normal,Male,Sports and travel,82.5,7,28.875,606.375,03/30/2019,10:30,Credit card,577.5,4.7619,28.875,4.5
771-33-5173,C,Naypyitaw,Member,Male,Sports and travel,81.34,10,40.67,854.07,03/18/2019,11:56,Ewallet,813.4,4.7619,40.67,9.7
528-48-6788,A,Yangon,Normal,Male,Health and beauty,35.6,10,17.8,373.8,03/13/2019,17:13,Credit card,356.0,4.7619,17.8,8.9
280-78-2129,A,Yangon,Normal,Female,Fashion accessories,10.32,2,1.032,21.672,02/26/2019,20:34,Cash,20.64,4.7619,1.032,4.1
111-57-9329,B,Mandalay,Member,Male,Health and beauty,48.15,7,16.8525,353.9025,01/27/2019,13:07,Credit card,337.05,4.7619,16.8525,4.1
633-81-5025,A,Yangon,Normal,Male,Food and beverages,95.37,8,38.148,801.108,02/23/2019,10:48,Credit card,762.96,4.7619,38.148,4.2
870-54-3990,C,Naypyitaw,Normal,Male,Home and lifestyle,31.16,9,14.022,294.462,03/30/2019,17:14,Cash,280.44,4.7619,14.022,6.3
287-83-7022,A,Yangon,Normal,Male,Home and lifestyle,34.68,5,8.67,182.07,03/02/2019,12:35,Credit card,173.4,4.7619,8.67,5.7
207-38-6850,B,Mandalay,Member,Male,Fashion accessories,77.51,5,19.3775,406.9275,02/22/2019,13:30,Ewallet,387.55,4.7619,19.3775,7.3
598-24-7419,A,Yangon,Member,Female,Food and beverages,26.6,2,2.66,55.86,03/28/2019,16:45,Cash,53.2,4.7619,2.66,5.6
435-49-6054,B,Mandalay,Member,Female,Food and beverages,78.02,4,15.604,327.684,03/30/2019,13:25,Cash,312.08,4.7619,15.604,4.1
450-49-2165,C,Naypyitaw,Normal,Male,Electronic accessories,13.89,10,6.945,145.845,01/11/2019,16:23,Ewallet,138.9,4.7619,6.945,9.3
228-56-3552,A,Yangon,Normal,Female,Home and lifestyle,29.16,9,13.122,275.562,01/05/2019,17:18,Credit card,262.44,4.7619,13.122,7.7
464-49-3810,B,Mandalay,Member,Female,Home and lifestyle,97.72,7,34.202,718.242,02/17/2019,19:08,Credit card,684.04,4.7619,34.202,9.3
336-39-2544,C,Naypyitaw,Normal,Male,Health and beauty,46.03,9,20.7135,434.9835,03/02/2019,10:13,Ewallet,414.27,4.7619,20.7135,10.0
350-89-6251,A,Yangon,Member,Female,Fashion accessories,27.62,5,6.905,-145.005,01/19/2019,10:00,Ewallet,138.1,4.7619,6.905,9.1
334-47-7446,B,Mandalay,Member,Female,Home and lifestyle,24.99,1,1.2495,26.2395,03/09/2019,16:32,Credit card,24.99,4.7619,1.2495,4.6
844-69-8419,C,Naypyitaw,Normal,Male,Home and lifestyle,98.83,8,39.532,830.172,03/24/2019,13:26,Credit card,790.64,4.7619,39.532,10.0
929-94-6876,B,Mandalay,Member,Female,Health and beauty,53.86,1,2.693,56.553,02/06/2019,18:41,Ewallet,53.86,4.7619,2.693,6.8
806-30-2620,B,Mandalay,Normal,Female,Electronic accessories,54.48,9,24.516,514.836,02/14/2019,18:32,Cash,490.32,4.7619,24.516,7.4
523-28-4115,C,Naypyitaw,Normal,Female,Food and beverages,94.06,8,37.624,790.104,02/17/2019,10:38,Ewallet,752.48,4.7619,37.624,6.0
497-56-3344,B,Mandalay,Normal,Female,Fashion accessories,97.67,9,43.9515,922.9815,02/21/2019,17:49,Cash,879.03,4.7619,43.9515,7.3
185-75-7788,B,Mandalay,Member,Female,Health and beauty,21.04,5,5.26,110.46,03/26/2019,18:39,Ewallet,105.2,4.7619,5.26,9.2
316-39-6925,A,Yangon,Member,Female,Health and beauty,11.53,6,3.459,72.639,03/20/2019,19:01,Ewallet,69.18,4.7619,3.459,6.6
329-71-1890,C,Naypyitaw,Member,Female,Food and beverages,70.53,8,28.212,592.452,01/05/2019,15:19,Ewallet,564.24,4.7619,28.212,5.8
104-38-8111,A,Yangon,Member,Female,Electronic accessories,78.81,4,15.762,331.002,02/04/2019,10:13,Cash,315.24,4.7619,15.762,4.9
762-75-4125,C,Naypyitaw,Normal,Female,Health and beauty,48.51,10,24.255,509.355,03/05/2019,17:05,Credit card,485.1,4.7619,24.255,9.2
875-25-5461,C,Naypyitaw,Member,Female,Fashion accessories,70.9,4,14.18,297.78,03/23/2019,15:35,Ewallet,283.6,4.7619,14.18,5.5
168-96-2334,A,Yangon,Normal,Male,Food and beverages,26.09,7,9.1315,191.7615,02/05/2019,19:45,Ewallet,182.63,4.7619,9.1315,8.7
272-26-3632,B,Mandalay,Member,Male,Electronic accessories,94.26,10,47.13,989.73,01/22/2019,11:16,Cash,942.6,4.7619,47.13,7.0
269-45-6856,A,Yangon,Member,Female,Fashion accessories,52.31,9,23.5395,494.3295,01/07/2019,18:51,Cash,470.79,4.7619,23.5395,7.4
793-33-1146,A,Yangon,Member,Female,Home and lifestyle,20.59,2,2.059,43.239,02/22/2019,10:21,Credit card,41.18,4.7619,2.059,7.2
334-18-8893,A,Yangon,Normal,Female,Food and beverages,14.88,1,0.744,15.624,02/01/2019,10:17,Credit card,14.88,4.7619,0.744,6.5
436-40-9967,B,Mandalay,Member,Male,Home and lifestyle,14.11,8,5.644,118.524,03/17/2019,11:45,Ewallet,112.88,4.7619,5.644,9.2
430-37-2928,B,Mandalay,Member,Male,Fashion accessories,48.94,8,19.576,411.096,02/06/2019,19:02,Cash,391.52,4.7619,19.576,9.4
778-92-9362,A,Yangon,Member,Female,Health and beauty,19.13,5,4.7825,100.4325,01/06/2019,12:09,Cash,95.65,4.7619,4.7825,9.9
263-39-8909,B,Mandalay,Normal,Male,Home and lifestyle,63.12,2,6.312,132.552,01/24/2019,19:51,Cash,126.24,4.7619,6.312,5.9
540-81-4680,C,Naypyitaw,Normal,Male,Home and lifestyle,62.91,9,28.3095,594.4995,02/26/2019,13:56,Credit card,566.19,4.7619,28.3095,8.7
169-68-6858,A,Yangon,Normal,Female,Home and lifestyle,91.58,7,32.053,673.113,02/19/2019,20:11,Ewallet,641.06,4.7619,32.053,5.6
245-26-9699,A,Yangon,Member,Female,Health and beauty,80.04,9,36.018,756.378,03/28/2019,13:58,Cash,720.36,4.7619,36.018,7.8
396-99-3484,B,Mandalay,Member,Female,Food and beverages,73.25,10,36.625,769.125,01/01/2019,11:25,Cash,732.5,4.7619,36.625,7.3
577-31-6534,B,Mandalay,Normal,Female,Electronic accessories,44.45,7,15.5575,326.7075,02/11/2019,13:40,Credit card,311.15,4.7619,15.5575,6.7
523-48-3295,A,Yangon,Normal,Female,Home and lifestyle,40.37,4,8.074,169.554,03/03/2019,17:12,Credit card,161.48,4.7619,8.074,9.2
968-31-2011,C,Naypyitaw,Normal,Female,Sports and travel,87.24,9,39.258,824.418,01/19/2019,13:49,Ewallet,785.16,4.7619,39.258,6.0
152-45-8601,C,Naypyitaw,Member,Male,Fashion accessories,32.27,1,1.6135,33.8835,02/01/2019,14:22,Cash,32.27,4.7619,1.6135,6.0
435-38-5291,B,Mandalay,Member,Male,Fashion accessories,50.42,2,5.042,105.882,01/03/2019,16:31,Ewallet,100.84,4.7619,5.042,4.8
473-90-4304,A,Yangon,Member,Male,Electronic accessories,46.93,4,9.386,197.106,01/26/2019,18:53,Cash,187.72,4.7619,9.386,5.2
939-83-2820,C,Naypyitaw,Member,Female,Food and beverages,42.64,2,4.264,89.544,03/15/2019,10:45,Cash,85.28,4.7619,4.264,9.5
333-94-9328,A,Yangon,Normal,Male,Food and beverages,75.96,6,22.788,478.548,03/12/2019,10:59,Ewallet,455.76,4.7619,22.788,5.4
505-86-4896,B,Mandalay,Member,Male,Sports and travel,82.75,3,12.4125,260.6625,03/22/2019,14:52,Ewallet,248.25,4.7619,12.4125,5.8
339-40-1330,C,Naypyitaw,Member,Male,Fashion accessories,56.52,9,25.434,534.114,03/08/2019,12:00,Credit card,508.68,4.7619,25.434,8.0
737-97-6253,A,Yangon,Normal,Male,Food and beverages,63.07,5,15.7675,331.1175,01/28/2019,12:20,Credit card,315.35,4.7619,15.7675,5.0
638-91-1196,A,Yangon,Member,Female,Home and lifestyle,69.6,6,20.88,438.48,03/27/2019,16:49,Credit card,417.6,4.7619,20.88,4.6
823-40-9149,B,Mandalay,Member,Male,Sports and travel,85.59,7,29.9565,629.0865,03/04/2019,17:10,Cash,599.13,4.7619,29.9565,6.3
859-33-2386,A,Yangon,Member,Female,Fashion accessories,43.12,3,6.468,135.828,03/11/2019,19:32,Cash,129.36,4.7619,6.468,8.4
593-41-7792,B,Mandalay,Normal,Female,Food and beverages,89.42,8,35.768,751.128,01/21/2019,13:09,Credit card,715.36,4.7619,35.768,7.8
468-77-8006,C,Naypyitaw,Member,Male,Health and beauty,22.4,9,10.08,211.68,01/24/2019,11:31,Cash,201.6,4.7619,10.08,4.5
557-36-5827,C,Naypyitaw,Normal,Female,Health and beauty,83.28,3,12.492,262.332,02/25/2019,19:22,Cash,249.84,4.7619,12.492,9.1
599-64-4638,B,Mandalay,Normal,Female,Fashion accessories,28.8,8,11.52,241.92,02/11/2019,20:54,Cash,230.4,4.7619,11.52,4.4
203-18-8722,B,Mandalay,Member,Female,Home and lifestyle,,9,10.746,225.666,01/29/2019,20:03,Ewallet,214.92,4.7619,10.746,5.4
444-91-7568,C,Naypyitaw,Normal,Female,Health and beauty,51.58,8,20.632,433.272,02/07/2019,15:45,Ewallet,412.64,4.7619,20.632,9.8
546-20-4778,B,Mandalay,Normal,Male,Sports and travel,60.27,5,15.0675,316.4175,01/26/2019,10:13,Ewallet,301.35,4.7619,15.0675,4.6
402-77-4581,B,Mandalay,Member,Male,Electronic accessories,90.25,7,31.5875,663.3375,01/27/2019,12:44,Cash,631.75,4.7619,31.5875,4.7
387-92-8295,A,Yangon,Normal,Male,Food and beverages,85.21,10,42.605,894.705,01/21/2019,20:34,Ewallet,852.1,4.7619,42.605,7.8
159-80-5645,C,Naypyitaw,Member,Female,Home and lifestyle,93.82,5,23.455,492.555,02/27/2019,15:14,Credit card,469.1,4.7619,23.455,7.2
890-28-1721,B,Mandalay,Normal,Female,Home and lifestyle,17.0,3,2.55,53.55,03/09/2019,10:54,Credit card,51.0,4.7619,2.55,7.4
287-45-5016,B,Mandalay,Member,Male,Health and beauty,13.1,10,6.55,137.55,02/05/2019,17:26,Credit card,131.0,4.7619,6.55,6.2
694-61-4048,A,Yangon,Member,Male,Electronic accessories,,5,6.46,135.66,01/09/2019,20:31,Ewallet,129.2,4.7619,6.46,5.0
150-83-1273,A,Yangon,Normal,Male,Food and beverages,31.87,10,15.935,334.635,01/31/2019,17:42,Cash,318.7,4.7619,15.935,7.4
347-95-3945,A,Yangon,Member,Male,Sports and travel,86.17,9,38.7765,814.3065,01/17/2019,19:30,Cash,775.53,4.7619,38.7765,4.4
659-87-1598,A,Yangon,Normal,Female,Health and beauty,72.73,1,3.6365,76.3665,01/05/2019,20:01,Credit card,72.73,4.7619,3.6365,7.7
351-48-8905,B,Mandalay,Member,Female,Home and lifestyle,64.36,5,16.09,337.89,01/28/2019,12:32,Cash,321.8,4.7619,16.09,9.2
830-30-6554,C,Naypyitaw,Member,Male,Sports and travel,40.45,10,20.225,424.725,01/31/2019,12:00,Cash,404.5,4.7619,20.225,6.5
899-12-3521,A,Yangon,Normal,Male,Electronic accessories,15.79,4,3.158,66.318,02/16/2019,17:25,Credit card,63.16,4.7619,3.158,9.2
524-19-1852,C,Naypyitaw,Member,Male,Fashion accessories,56.0,9,25.2,529.2,03/26/2019,15:51,Credit card,504.0,4.7619,25.2,9.0
565-78-6354,B,Mandalay,Member,Male,Sports and travel,47.73,4,9.546,200.466,01/01/2019,10:51,Credit card,190.92,4.7619,9.546,7.0
709-67-9977,A,Yangon,Normal,Male,Health and beauty,11.01,7,3.8535,80.9235,03/20/2019,13:48,Cash,77.07,4.7619,3.8535,9.7
630-90-4504,B,Mandalay,Member,Male,Home and lifestyle,18.47,4,3.694,77.574,03/19/2019,14:16,Cash,73.88,4.7619,3.694,4.5
727-82-3766,C,Naypyitaw,Normal,Male,Fashion accessories,39.91,2,3.991,83.811,03/09/2019,11:16,Ewallet,79.82,4.7619,3.991,5.4
638-96-9319,A,Yangon,Normal,Male,Home and lifestyle,96.91,7,33.9185,712.2885,03/28/2019,14:56,Cash,678.37,4.7619,33.9185,4.2
806-49-8163,B,Mandalay,Normal,Female,Electronic accessories,62.15,5,15.5375,326.2875,02/27/2019,17:31,Credit card,310.75,4.7619,15.5375,5.6
392-33-8912,C,Naypyitaw,Member,Male,Food and beverages,68.08,3,10.212,214.452,03/11/2019,17:54,Cash,204.24,4.7619,10.212,4.8
944-50-3907,C,Naypyitaw,Member,Female,Electronic accessories,72.32,9,32.544,683.424,01/18/2019,20:01,Credit card,650.88,4.7619,32.544,4.3
542-98-4354,A,Yangon,Member,Female,Sports and travel,80.91,10,40.455,849.555,01/17/2019,18:41,Ewallet,809.1,4.7619,40.455,6.4
630-46-7285,C,Naypyitaw,Member,Male,Food and beverages,35.88,7,12.558,263.718,03/21/2019,11:08,Ewallet,251.16,4.7619,12.558,5.1
215-20-3777,C,Naypyitaw,Normal,Female,Home and lifestyle,49.96,3,7.494,157.374,03/20/2019,10:19,Cash,149.88,4.7619,7.494,7.6
127-90-3843,A,Yangon,Member,Female,Sports and travel,96.62,4,19.324,405.804,02/13/2019,15:47,Cash,386.48,4.7619,19.324,9.8
969-56-6067,B,Mandalay,Member,Male,Food and beverages,58.79,8,23.516,493.836,01/30/2019,10:47,Credit card,470.32,4.7619,23.516,4.6
945-24-9602,C,Naypyitaw,Normal,Female,Sports and travel,,6,19.686,413.406,03/10/2019,17:34,Credit card,393.72,4.7619,19.686,9.2
937-73-5370,B,Mandalay,Member,Male,Health and beauty,80.72,7,28.252,593.292,01/14/2019,20:44,Ewallet,565.04,4.7619,28.252,4.5
707-53-1308,A,Yangon,Member,Female,Fashion accessories,78.24,3,11.736,246.456,03/08/2019,18:33,Cash,234.72,4.7619,11.736,9.4
501-23-2695,B,Mandalay,Member,Female,Fashion accessories,57.02,7,19.957,419.097,03/29/2019,13:43,Cash,399.14,4.7619,19.957,9.6
803-50-8618,B,Mandalay,Member,Female,Sports and travel,31.18,6,9.354,196.434,03/20/2019,19:59,Credit card,187.08,4.7619,9.354,5.8
533-29-5478,B,Mandalay,Member,Male,Home and lifestyle,72.08,1,3.604,75.684,02/21/2019,13:14,Ewallet,72.08,4.7619,3.604,4.4
204-49-8620,A,Yangon,Member,Male,Health and beauty,50.91,4,10.182,213.822,01/08/2019,14:52,Credit card,203.64,4.7619,10.182,4.2
164-66-4067,B,Mandalay,Member,Male,Fashion accessories,49.36,2,4.936,103.656,03/06/2019,20:48,Cash,98.72,4.7619,4.936,5.4
594-84-9769,A,Yangon,Member,Male,Fashion accessories,57.78,7,20.223,424.683,01/07/2019,16:12,Credit card,404.46,4.7619,20.223,9.8
871-88-5194,A,Yangon,Normal,Female,Sports and travel,23.86,8,9.544,200.424,02/11/2019,12:31,Credit card,190.88,4.7619,9.544,9.0
414-26-1958,B,Mandalay,Member,Male,Home and lifestyle,46.67,8,18.668,392.028,03/02/2019,16:18,Cash,373.36,4.7619,18.668,7.1
836-99-5741,A,Yangon,Normal,Male,Home and lifestyle,67.85,6,20.355,427.455,03/11/2019,18:22,Cash,407.1,4.7619,20.355,7.5
778-54-4955,B,Mandalay,Member,Female,Food and beverages,95.6,8,38.24,803.04,02/18/2019,11:52,Credit card,764.8,4.7619,38.24,5.6
454-16-9920,C,Naypyitaw,Normal,Female,Electronic accessories,85.36,1,4.268,89.628,01/24/2019,19:34,Credit card,85.36,4.7619,4.268,7.8
933-75-8534,B,Mandalay,Member,Female,Electronic accessories,51.84,4,10.368,217.728,02/25/2019,14:05,Cash,207.36,4.7619,10.368,6.3
859-56-9196,C,Naypyitaw,Member,Female,Sports and travel,60.0,7,21.0,441.0,01/23/2019,18:07,Ewallet,420.0,4.7619,21.0,4.7
320-24-8069,B,Mandalay,Normal,Male,Food and beverages,58.63,7,20.5205,430.9305,02/18/2019,13:47,Ewallet,410.41,4.7619,20.5205,6.4
145-40-6922,B,Mandalay,Member,Male,Fashion accessories,93.52,2,9.352,196.392,01/19/2019,17:54,Cash,187.04,4.7619,9.352,9.3
152-63-4495,B,Mandalay,Normal,Female,Electronic accessories,26.68,8,10.672,224.112,02/10/2019,12:30,Cash,213.44,4.7619,10.672,8.7
633-41-4916,C,Naypyitaw,Normal,Female,Sports and travel,94.81,8,37.924,796.404,01/23/2019,10:53,Cash,758.48,4.7619,37.924,9.8
356-10-7758,B,Mandalay,Member,Female,Home and lifestyle,67.03,8,26.812,563.052,02/27/2019,18:40,Cash,536.24,4.7619,26.812,9.6
129-39-8486,A,Yangon,Normal,Male,Electronic accessories,55.77,6,16.731,351.351,03/16/2019,19:42,Ewallet,334.62,4.7619,16.731,8.8
661-73-9271,C,Naypyitaw,Normal,Female,Electronic accessories,38.21,10,19.105,401.205,01/30/2019,18:43,Credit card,382.1,4.7619,19.105,6.2
136-33-5642,A,Yangon,Normal,Male,Food and beverages,81.23,5,20.3075,426.4575,02/02/2019,14:57,Cash,406.15,4.7619,20.3075,4.1
975-19-6075,A,Yangon,Normal,Male,Food and beverages,29.21,10,14.605,306.705,01/05/2019,18:54,Cash,292.1,4.7619,14.605,9.5
677-72-7611,A,Yangon,Member,Female,Sports and travel,18.78,2,1.878,39.438,01/20/2019,16:58,Credit card,37.56,4.7619,1.878,4.0
788-48-5209,C,Naypyitaw,Member,Female,Health and beauty,63.25,1,3.1625,66.4125,03/17/2019,15:23,Cash,63.25,4.7619,3.1625,4.5
385-11-5181,B,Mandalay,Normal,Male,Fashion accessories,93.66,5,23.415,491.715,01/28/2019,19:37,Cash,468.3,4.7619,23.415,4.3
970-92-5720,A,Yangon,Normal,Male,Sports and travel,17.46,10,8.73,183.33,03/25/2019,13:34,Ewallet,174.6,4.7619,8.73,5.0
